4
10

4																						
0	1																					
1	2																					
2	1																					
3	2																					
																						
72																						
0	0	2	40000																			
1	0	4	40000																			
2	0	9	40000																			
3	0	15	40000																			
4	0	19	40000																			
5	1	6	40000																			
6	1	13	40000																			
7	1	14	40000																			
8	2	6	40000																			
9	2	12	40000																			
10	3	4	40000																			
11	3	16	40000																			
12	3	20	40000																			
13	4	6	40000																			
14	4	7	40000																			
15	4	10	40000																			
16	4	12	40000																			
17	4	14	40000																			
18	4	18	40000																			
19	5	6	40000																			
20	5	12	40000																			
21	5	17	40000																			
22	6	13	40000																			
23	6	21	40000																			
24	7	12	40000																			
25	8	9	40000																			
26	8	19	40000																			
27	9	20	40000																			
28	10	21	40000																			
29	11	12	40000																			
30	11	14	40000																			
31	14	21	40000																			
32	15	21	40000																			
33	16	18	40000																			
34	17	21	40000																			
35	18	21	40000																			
36	2	0	40000																			
37	4	0	40000																			
38	9	0	40000																			
39	15	0	40000																			
40	19	0	40000																			
41	6	1	40000																			
42	13	1	40000																			
43	14	1	40000																			
44	6	2	40000																			
45	12	2	40000																			
46	4	3	40000																			
47	16	3	40000																			
48	20	3	40000																			
49	6	4	40000																			
50	7	4	40000																			
51	10	4	40000																			
52	12	4	40000																			
53	14	4	40000																			
54	18	4	40000																			
55	6	5	40000																			
56	12	5	40000																			
57	17	5	40000																			
58	13	6	40000																			
59	21	6	40000																			
60	12	7	40000																			
61	9	8	40000																			
62	19	8	40000																			
63	20	9	40000																			
64	21	10	40000																			
65	12	11	40000																			
66	14	11	40000																			
67	21	14	40000																			
68	21	15	40000																			
69	18	16	40000																			
70	21	17	40000																			
71	21	18	40000																			
																						
22																						
0	2000000																					
1	2000000																					
2	4000000																					
3	2000000																					
4	7000000																					
5	3000000																					
6	2000000																					
7	5000000																					
8	2000000																					
9	2000000																					
10	7000000																					
11	5000000																					
12	2000000																					
13	4000000																					
14	2000000																					
15	2000000																					
16	1000000																					
17	2000000																					
18	8000000																					
19	3000000																					
20	1000000																					
21	2000000																					
																						
250																						
15	11	1502	2	1	0																	
4	10	67	2	1	0																	
3	15	6569	2	3	0																	
8	3	68	2	1	0																	
13	3	7	2	1	0																	
4	8	2069	2	3	2																	
19	10	19	2	1	0																	
4	11	1606	2	1	0																	
15	14	268	2	1	2																	
15	18	2578	2	1	0																	
4	6	603	2	1	0																	
1	0	23134	2	3	0																	
0	12	1017	2	1	2																	
19	16	135	2	1	0																	
2	3	3535	2	1	0																	
3	5	278	2	1	0																	
19	21	647	2	1	0																	
12	17	893	2	1	0																	
14	11	289	2	1	0																	
7	12	51	2	1	0																	
12	18	4243	2	1	0																	
12	3	80	2	1	0																	
0	14	363	2	1	0																	
16	1	355	2	1	0																	
1	21	17208	2	1	0																	
6	15	4339	2	1	0																	
15	9	877	2	1	0																	
18	11	78	2	1	0																	
13	14	18	2	1	0																	
6	7	590	2	1	0																	
11	21	390	2	1	0																	
2	19	1152	2	1	0																	
5	8	411	2	1	0																	
13	12	7	2	1	0																	
4	16	2086	2	1	0																	
4	15	1703	2	1	0																	
16	5	327	2	1	0																	
0	7	4084	2	3	0																	
12	6	1172	2	1	0																	
6	11	68	2	1	0																	
5	6	428	2	3	0																	
14	20	534	2	1	0																	
11	14	43	2	1	0																	
13	18	269	2	1	0																	
11	8	7	2	1	0																	
13	10	18	2	3	0																	
7	13	4	2	1	0																	
1	16	5090	2	1	0																	
9	4	6685	2	1	0																	
17	16	21	2	1	0																	
19	13	2	2	3	0																	
