10
10

4												
0	2											
1	2											
2	1											
3	1											
												
30												
0	0	1	9920000									
1	1	0	9920000									
2	1	4	9920000									
3	1	5	2480000									
4	1	11	9920000									
5	2	5	9920000									
6	2	8	9920000									
7	3	6	9920000									
8	3	9	9920000									
9	3	10	9920000									
10	4	1	9920000									
11	4	6	9920000									
12	4	7	9920000									
13	5	1	2480000									
14	5	2	9920000									
15	5	6	9920000									
16	6	3	9920000									
17	6	4	9920000									
18	6	5	9920000									
19	7	4	9920000									
20	7	9	9920000									
21	8	2	9920000									
22	8	11	9920000									
23	9	3	9920000									
24	9	7	9920000									
25	9	10	9920000									
26	10	3	9920000									
27	10	9	9920000									
28	11	1	9920000									
29	11	8	9920000									
												
12												
11	9000000											
7	9000000											
3	9000000											
0	9000000											
4	9000000											
2	9000000											
9	9000000											
6	9000000											
1	9000000											
5	9000000											
10	9000000											
8	9000000											
												
130												
0	1	216009	3	1	3	0						
0	2	313650	3	3	1	0						
0	3	198022	3	3	1	0						
0	4	168330	3	1	3	0						
0	5	156568	3	0	1	3						
0	6	48706	3	3	1	0						
0	7	49734	3	1	0	3						
0	8	58470	3	1	0	3						
0	9	64180	3	1	3	0						
0	10	54644	3	1	0	3						
0	11	600000	3	3	0	1						
1	0	600000	3	3	0	1						
1	2	600000	3	3	1	0						
1	3	600000	3	0	1	3						
1	4	69433	3	0	1	3						
1	5	203618	3	3	1	0						
1	6	143892	3	3	1	0						
1	7	38599	3	3	1	0						
1	8	64979	3	1	0	3						
1	9	26380	3	0	1	3						
1	10	149031	3	0	1	3						
1	11	70461	3	1	0	3						
2	0	214410	3	0	3	1						
2	1	193283	3	3	1	0						
2	3	155654	3	3	0	1						
2	4	126990	3	0	3	1						
2	5	114485	3	1	0	3						
2	6	72288	3	0	3	1						
2	7	60012	3	1	0	3						
2	8	260033	3	1	3	0						
2	9	214981	3	3	1	0						
2	10	133214	3	0	3	1						
2	11	111230	3	0	1	3						
3	0	42939	3	0	3	1						
3	1	125791	3	3	1	0						
3	2	70004	3	0	1	3						
3	4	43281	3	1	3	0						
3	5	72003	3	3	0	1						
3	6	74743	3	3	1	0						
3	7	109689	3	3	0	1						
3	8	93758	3	3	0	1						
3	9	69262	3	3	0	1						
3	10	139209	3	3	1	0						
3	11	109003	3	1	0	3						
4	0	183405	3	3	1	0						
4	1	202134	3	3	0	1						
4	2	240219	3	3	1	0						
4	3	213782	3	0	1	3						
4	5	80682	3	3	1	0						
4	6	74686	3	0	1	3						
4	7	72402	3	3	0	1						
4	8	109689	3	3	1	0						
4	9	129046	3	3	0	1						
4	10	102951	3	0	3	1						
4	11	154741	3	1	3	0						
5	0	120538	3	3	0	1						
5	1	159994	3	1	3	0						
5	2	72060	3	0	3	1						
5	3	70689	3	3	0	1						
5	4	65550	3	0	1	3						
5	6	37971	3	3	1	0						
5	7	65036	3	0	1	3						
5	8	84108	3	0	1	3						
5	9	69091	3	3	0	1						
5	10	72060	3	3	0	1						
5	11	75657	3	1	3	0						
6	0	152228	3	3	0	1						
6	1	234167	3	0	1	3						
6	2	167303	3	0	3	1						
6	3	180093	3	0	1	3						
6	4	100553	3	0	1	3						
6	5	103236	3	3	0	1						
6	7	44195	3	3	1	0						
6	8	56471	3	1	3	0						
6	9	36486	3	3	1	0						
6	10	73944	3	0	1	3						
6	11	137325	3	0	3	1						
7	0	391477	3	0	3	1						
7	1	450005	3	0	1	3						
7	2	379543	3	0	3	1						
7	3	410834	3	1	0	3						
7	4	269397	3	3	1	0						
7	5	165361	3	3	1	0						
7	6	168901	3	0	1	3						
7	8	244901	3	3	0	1						
7	9	152228	3	3	0	1						
7	10	197166	3	3	0	1						
7	11	172613	3	3	1	0						
8	0	140009	3	0	3	1						
8	1	122993	3	1	3	0						
8	2	73316	3	3	1	0						
8	3	98611	3	0	3	1						
8	4	59555	3	0	1	3						
8	5	48592	3	0	1	3						
8	6	60297	3	0	1	3						
8	7	282530	3	3	0	1						
8	9	161764	3	3	1	0						
8	10	284300	3	3	0	1						
8	11	231768	3	0	3	1						
9	0	101638	3	1	3	0						
9	1	146918	3	3	0	1						
9	2	154455	3	0	3	1						
9	3	152628	3	3	0	1						
9	4	117740	3	3	0	1						
9	5	121851	3	1	3	0						
9	6	22840	3	1	3	0						
9	7	153256	3	3	0	1						
9	8	58584	3	1	3	0						
9	10	102837	3	3	0	1						
9	11	140466	3	1	0	3						
10	0	433160	3	0	3	1						
10	1	376574	3	3	1	0						
10	2	178380	3	1	0	3						
10	3	173241	3	3	0	1						
10	4	277391	3	0	1	3						
10	5	143378	3	1	3	0						
10	6	181064	3	0	3	1						
10	7	311023	3	0	1	3						
10	8	341115	3	3	0	1						
10	9	58299	3	0	3	1						
10	11	225430	3	0	1	3						
11	0	153884	3	1	3	0						
11	1	105178	3	3	1	0						
11	2	101809	3	3	0	1						
11	3	120309	3	0	3	1						
11	4	93644	3	0	3	1						
11	5	89018	3	1	0	3						
11	6	122365	3	1	3	0						
11	7	307140	3	1	3	0						
11	8	159126.9639	3	1	0	3						
												
0	1											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
0	2											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
0	3											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
0	4											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
0	5											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
0	6											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
0	7											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
0	8											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
0	9											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
0	10											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
0	11											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	0											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	2											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	3											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	4											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	5											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	6											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	7											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	8											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	9											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	10											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
1	11											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	0											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	1											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	3											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	4											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	5											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	6											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	7											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	8											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	9											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	10											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
2	11											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	0											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	1											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	2											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	4											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	5											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	6											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	7											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	8											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	9											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	10											
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
12	0	1	2	3	4	5	6	7	8	9	10	11
3	11											
12	0	1	2	3	4	5	6	7	8	9	10	11
